,trial_num,frame,val_reward,proportion,std_weights,noisy_weights,std_buffer_example_count,noisy_buffer_example_count
0,0,0,21.1,0.2903645833333333,0.007737132284621588,0.002093560207471263,103,97
1,1,200,9.9,0.30375339673913043,0.0034217289870794193,0.0016576540508273982,191,209
2,2,400,14.7,0.31360035211267606,0.0022697088511566895,0.0010987531233309388,291,309
3,3,600,9.6,0.3138834635416667,0.0016918922496815035,0.0008211686707238893,394,406
4,4,800,9.2,0.31017561983471076,0.001398143408849135,0.000614396582142173,492,508
5,5,1000,13.1,0.3042861729452055,0.001154703181637064,0.0004943541570629734,616,584
6,6,1200,9.0,0.29797149122807015,0.0010597039042428208,0.000344340792431341,724,676
7,7,1400,15.1,0.29129464285714285,0.0008924062413532639,0.0003301855981048508,839,761
8,8,1600,9.4,0.28556278280542985,0.0007976704398788594,0.0002837472661556162,952,848
9,9,1800,9.2,0.2807259908536585,0.0007110165611452526,0.0002596442754416728,1065,935
10,10,2000,14.7,0.27288976014760147,0.0007055353227982827,0.00017047942033404865,1168,1032
11,11,2200,9.2,0.26332875844594594,0.0006711821407830292,0.00012917931262229615,1273,1127
12,12,2400,9.2,0.254964953271028,0.0006115764358483344,0.00012868058662020298,1378,1222
13,13,2600,25.9,0.246725975433526,0.0005670695670518906,0.00011905528621751516,1488,1312
14,14,2800,10.2,0.23911303908355794,0.0005469443003847662,9.115988232521231e-05,1594,1406
15,15,3000,9.6,0.2317215119949495,0.0005186845219558567,7.853078601676792e-05,1701,1499
16,16,3200,8.6,0.22462329275534443,0.0004904917613341584,7.109981761528863e-05,1808,1592
17,17,3400,28.5,0.21862738228699552,0.0004552603235388286,7.897223154178622e-05,1902,1698
18,18,3600,9.7,0.21300258757961785,0.00044950152031874067,5.610939439458463e-05,2000,1800
19,19,3800,9.1,0.20774792086693547,0.0004234916103429998,5.8053811541895515e-05,2101,1899
20,20,4000,10.0,0.20257017754318618,0.00041178139316470913,4.575938014592899e-05,2207,1993
21,21,4200,27.0,0.19818853021978022,0.0003829390246558243,5.647013228792198e-05,2302,2098
22,22,4400,13.0,0.1937801007005254,0.00037305345141782584,4.68366405384952e-05,2405,2195
23,23,4600,17.7,0.1898004928691275,0.00035439530162143207,4.554178735061084e-05,2530,2270
24,24,4800,32.0,0.18591485507246377,0.0003463267819509975,3.5654210428005256e-05,2645,2355
25,25,5000,12.2,0.18188854489164086,0.0003342363027543005,3.238402756801856e-05,2755,2445
26,26,5200,38.2,0.17832526080476901,0.0003171433063198007,3.737345268621233e-05,2853,2547
27,27,5400,72.0,0.17501795977011494,0.0003133384640243549,2.6491118761258478e-05,2969,2631
28,28,5600,42.4,0.1718641643550624,0.0003039585619100971,2.4588485252450868e-05,3069,2731
29,29,5800,105.6,0.1689741119302949,0.0002928945523121904,2.517899333063747e-05,3171,2829
30,30,6000,128.4,0.165830698767834,0.00028314370628168653,2.5384908273036517e-05,3269,2931
31,31,6200,155.3,0.16263446136934673,0.0002760021491798619,2.1379628136566825e-05,3390,3010
32,32,6400,124.7,0.15963287911084043,0.0002668572848350835,2.152757639356934e-05,3497,3103
33,33,6600,116.6,0.15709958628841608,0.0002562853421806574,2.3670158043985815e-05,3607,3193
34,34,6800,106.3,0.15439778272101035,0.00024768773500711503,2.389567802576992e-05,3721,3279
35,35,7000,176.4,0.15202985491071427,0.00024111274886850126,2.173514489192764e-05,3845,3355
36,36,7200,162.0,0.14968868756786102,0.00023673612182595073,1.874616744882691e-05,3951,3449
37,37,7400,166.0,0.14743409751585623,0.00023319547998940522,1.5281926836912507e-05,4056,3544
38,38,7600,171.3,0.14531169541709577,0.0002256238297509595,1.715583178052768e-05,4155,3645
39,39,7800,160.3,0.14313111822289157,0.00022032742212140321,1.6254806629684017e-05,4263,3737
40,40,8000,173.8,0.14103819784524976,0.0002169940214294554,1.350814939650885e-05,4370,3830
41,41,8200,169.0,0.138993038957935,0.00021029339954297364,1.4116144220531474e-05,4493,3907
42,42,8400,170.6,0.1370688900560224,0.00020430931301774707,1.4665013339052854e-05,4608,3992
43,43,8600,129.8,0.13522182937956204,0.0002017448414508418,1.193956505651036e-05,4715,4085
44,44,8800,166.9,0.13338049174843888,0.00019749304347070702,1.1636636080722582e-05,4817,4183
45,45,9000,160.9,0.13168084642233857,0.00019129617031441874,1.370214832475574e-05,4921,4279
46,46,9200,164.7,0.13010047502134928,0.0001883750132369722,1.2048061839159045e-05,5029,4371
47,47,9400,152.4,0.12855677780100336,0.0001861636378760632,1.0180873699723376e-05,5127,4473
48,48,9600,161.8,0.12707629504504506,0.00017860276135876673,1.402564470073262e-05,5241,4559
49,49,9800,168.7,0.12556117074638845,0.0001768889202221809,1.1820415967229664e-05,5342,4658
