,trial_num,frame,val_reward,proportion,std_weights,noisy_weights,std_buffer_example_count,noisy_buffer_example_count
0,0,0,143.6,0.6623883928571429,0.0006720586203300627,0.009327941117735463,100,100
1,1,200,9.4,0.791015625,0.00031758876296770735,0.004748880797207472,203,197
2,2,400,9.3,0.8273547535211268,0.000333913004595114,0.003110483222498159,312,288
3,3,600,9.4,0.841064453125,0.0002836415289819789,0.0023397234947085655,424,376
4,4,800,16.7,0.8484956095041323,0.0002115739844842479,0.0018926529077156363,531,469
5,5,1000,9.7,0.8369809503424658,0.00033436729513646986,0.0013793223709765827,627,573
6,6,1200,9.4,0.8283534356725146,0.00040836131495185034,0.0010466536120018431,729,671
7,7,1400,9.5,0.8212691326530612,0.0002876323731528936,0.0009717745209271636,811,789
8,8,1600,9.0,0.8164946266968326,0.0002166373064586593,0.0008990230949908942,906,894
9,9,1800,9.2,0.8123888465447154,0.0001956052017266925,0.0008142938430831613,1016,984
10,10,2000,11.9,0.8060568496309963,0.0002155985423980102,0.0007148229041776809,1147,1053
11,11,2200,9.1,0.8022328969594594,0.00020484437048975875,0.0006527505560643076,1265,1135
12,12,2400,10.9,0.7986273364485982,0.00019849696923618918,0.0005896916549422525,1363,1237
13,13,2600,9.2,0.7936348446531792,0.00015145669334117853,0.0005854590891467469,1473,1327
14,14,2800,10.7,0.7888519204851752,0.00014375106101537349,0.0005454083890562786,1584,1416
15,15,3000,9.9,0.7835483743686869,0.00018684629509888294,0.0004529560995719502,1689,1511
16,16,3200,9.8,0.7786520190023754,0.00015211996601401527,0.00045106245812607837,1785,1615
17,17,3400,9.1,0.7743220992152466,0.000157282564951466,0.00041125373620302133,1892,1708
18,18,3600,9.8,0.7719861332271762,0.00014327846926893861,0.00039777108031151395,2010,1790
19,19,3800,9.6,0.7695785030241935,0.0001180780717973167,0.0003992116453979217,2123,1877
20,20,4000,11.1,0.7679042706333973,0.00010474144338167281,0.0003878991506977056,2222,1978
21,21,4200,9.4,0.7670343978937729,9.977667845175086e-05,0.0003709137812934472,2331,2069
22,22,4400,9.7,0.7660423051663747,9.984536482214216e-05,0.0003489063302459613,2429,2171
23,23,4600,10.2,0.7654873636744967,9.25727891896808e-05,0.00033638609946951193,2521,2279
24,24,4800,21.1,0.765228713768116,8.615331118921135e-05,0.00032562887840732085,2623,2377
25,25,5000,10.4,0.7643491195820433,8.659504936534111e-05,0.0003093283180416953,2732,2468
26,26,5200,18.9,0.7643966561102832,8.300287089812188e-05,0.0002977885873545681,2831,2569
27,27,5400,79.9,0.7643060793821839,7.859147862279704e-05,0.0002893132387398345,2943,2657
28,28,5600,59.9,0.7639400572122053,7.922315670363703e-05,0.0002759853220862543,3053,2747
29,29,5800,62.4,0.7635462047587132,8.328828622207087e-05,0.0002594397817766792,3160,2840
30,30,6000,82.1,0.7630866974708171,7.876154887497645e-05,0.00025297958045574653,3263,2937
31,31,6200,131.1,0.7627787374371859,6.927800087484044e-05,0.0002532848701209204,3375,3025
32,32,6400,189.9,0.762170752131547,6.397870284112446e-05,0.00024962799028484007,3488,3112
33,33,6600,105.5,0.7619126773049646,6.727193704464217e-05,0.00023745726403415264,3612,3188
34,34,6800,158.7,0.7618667479908151,6.165116084084007e-05,0.00023516822291401782,3724,3276
35,35,7000,101.7,0.7616184779575893,6.265350377613257e-05,0.00022533720181930748,3826,3374
36,36,7200,124.2,0.7611928270901195,5.989496491109288e-05,0.00021979654160644775,3918,3482
37,37,7400,144.6,0.7612315010570825,6.753630355481438e-05,0.00020402650987634395,4034,3566
38,38,7600,157.7,0.7612480690010298,5.677535729901379e-05,0.00020879505436799005,4135,3665
39,39,7800,156.7,0.7614912776104418,5.4837843602311986e-05,0.00020368357152260986,4229,3771
40,40,8000,167.6,0.7610453905484819,5.4782548259173987e-05,0.00019710375646526363,4330,3870
41,41,8200,178.2,0.7606581620458891,5.0670354922614696e-05,0.0001954936158691314,4434,3966
42,42,8400,200.0,0.7608908146591971,5.006518947109981e-05,0.00018983922910895527,4526,4074
43,43,8600,158.7,0.7608312899178832,5.079504793123989e-05,0.00018334624215890624,4628,4172
44,44,8800,195.6,0.7606489741302409,4.747356056038778e-05,0.00018147870183529908,4726,4274
45,45,9000,196.8,0.7605666448516579,4.9716750867052315e-05,0.00017391128200034913,4831,4369
46,46,9200,168.2,0.7604010994876175,4.553404151484739e-05,0.00017357971672852312,4933,4467
47,47,9400,191.7,0.7605102947324415,4.637643198294239e-05,0.0001681201711738539,5043,4557
48,48,9600,145.0,0.7604774518837019,4.498454447738132e-05,0.00016489693528797496,5137,4663
49,49,9800,189.6,0.7604678721910112,4.414934087637785e-05,0.00016145801630054922,5239,4761
